student_id,first_name,last_name,email,phone,date_of_birth,gender,nationality,home_country,home_city,native_language,current_gpa,previous_education_level,field_of_study,institution_type,standardized_test_score,academic_achievements,research_experience,family_income_bracket,financial_aid_needed,tuition_budget,living_expense_budget,has_scholarship,financial_support_source,intended_career_field,career_importance_score,job_market_priority,entrepreneurship_interest,research_interest,industry_preference,preferred_destinations,language_barrier_concern,cultural_adaptation_confidence,visa_processing_importance,post_study_work_priority,permanent_residence_interest,family_influence_score,peer_influence_score,consultant_influence_score,university_ranking_importance,cost_sensitivity_score,safety_importance_score,risk_tolerance_score,decision_making_style,information_seeking_behavior,technology_comfort_level,social_network_size,adaptability_score,applications_submitted,acceptances_received,final_destination_country,final_university_tier,application_success_rate,decision_satisfaction_score,consultation_sessions,information_search_hours,application_preparation_time,decision_timeline_days,stress_level_score,confidence_level_score
310,Daisy,Mcguire,pbarrera@example.net,9679167990,2005-03-27,Male,Ethiopia,Ethiopia,East Jennifer,Spanish,3.79,High School,Finance,International,316,6,False,"$10,000-$25,000",False,26478,11600,False,Scholarship,Energy,4,3,6,1,Finance,UK,7,3,1,5,8,8,9,8,7,9,9,7,Pragmatic,Technology-Assisted,10,10,7,7,6,UK,Tier 3 (Top 200),85.7,5,3,138,285,159,1,4
311,Carl,Elliott,orrjoshua@example.net,+1-204-536-7136x5532,2006-11-12,Male,Sri Lanka,Sri Lanka,Deborahville,French,3.15,Diploma,Environmental Science,Private,289,8,False,">$100,000",True,57537,17895,True,Mixed Sources,Education,4,3,8,2,Finance,Australia,8,5,8,7,6,8,8,6,4,8,3,7,Analytical,Family-Guided,3,2,5,8,0,,,0.0,5,6,129,227,699,7,2
312,Jenny,Soto,cwelch@example.org,001-474-762-1582x683,2002-10-05,Male,Thailand,Thailand,West William,Mandarin,2.75,High School,Engineering,Public,289,4,True,"<$10,000",True,56331,20165,True,Educational Loan,Technology,8,7,7,10,Healthcare,"New Zealand,Sweden,France",10,6,5,6,7,1,9,10,2,8,8,7,Analytical,Consultant-Dependent,3,7,6,10,4,Sweden,Tier 4 (Below 200),40.0,4,3,46,130,125,10,7
313,Angela,Reyes,fcaldwell@example.org,(213)261-9461,2001-01-16,Male,Philippines,Philippines,Port Sara,Mandarin,3.35,Bachelor's,Business Administration,International,293,4,False,"$10,000-$25,000",True,32400,23815,True,Mixed Sources,Media,2,4,3,9,Healthcare,"Canada,Singapore,Sweden,UK",2,8,6,10,4,6,8,5,10,9,9,6,Cautious,Peer-Influenced,10,9,5,12,3,Sweden,Tier 4 (Below 200),25.0,7,4,15,252,524,5,6
314,Eric,Maddox,garywall@example.com,(225)983-9741,1999-10-07,Male,Bangladesh,Bangladesh,South Connorborough,Bengali,3.89,High School,Architecture,International,312,5,False,">$100,000",False,42478,18853,True,Family Savings,Research,2,4,2,2,Technology,"New Zealand,Sweden",2,6,1,7,3,7,7,3,7,8,1,6,Cautious,Consultant-Dependent,5,4,8,10,6,New Zealand,Tier 2 (Top 100),60.0,6,10,64,237,470,4,5
315,Keith,Cummings,nsmith@example.org,(467)792-1915x6721,2001-01-26,Other,Indonesia,Indonesia,Bradfordmouth,Japanese,3.84,Master's,Engineering,Public,330,10,True,"<$10,000",False,26637,9071,False,Employer Sponsorship,Finance,5,6,4,5,Technology,"Singapore,New Zealand,UK",1,3,5,6,7,2,1,10,2,1,10,1,Decisive,Peer-Influenced,7,8,2,7,4,Singapore,Tier 4 (Below 200),57.1,10,10,144,66,657,5,3
316,Dana,Rice,nicholas47@example.org,+1-319-754-4995x9569,1996-09-26,Female,Nepal,Nepal,Theresaside,Mandarin,3.54,High School,Chemistry,Private,302,2,False,">$100,000",False,42392,15704,True,Scholarship,Media,5,6,2,1,Technology,"Australia,Sweden",3,3,1,2,5,1,10,2,3,2,8,3,Collaborative,Consultant-Dependent,5,6,6,12,3,Sweden,Tier 2 (Top 100),25.0,8,12,133,252,449,2,9
317,Carla,Escobar,hawkinslindsay@example.org,+1-407-355-6870x75284,2004-07-18,Female,Indonesia,Indonesia,West Karenfort,Spanish,3.2,High School,Finance,Private,330,8,True,"$10,000-$25,000",False,63842,21839,True,Educational Loan,Manufacturing,6,10,6,9,Finance,"USA,Canada",5,7,2,8,9,6,3,1,3,4,9,10,Pragmatic,Self-Directed,4,3,7,3,0,,,0.0,1,11,102,205,659,6,6
318,Bailey,Middleton,rhicks@example.net,277.790.5597x3608,1999-01-30,Female,Egypt,Egypt,East Sharon,Italian,3.42,Bachelor's,Finance,Public,307,6,True,">$100,000",False,50310,22956,True,Mixed Sources,Technology,5,6,5,9,Academia,Netherlands,10,2,8,7,7,8,10,10,4,6,10,4,Pragmatic,Self-Directed,5,1,4,12,4,Netherlands,Tier 4 (Below 200),33.3,4,7,77,32,573,4,1
319,Paula,Mitchell,samuelrivera@example.net,520-544-6940,1999-01-02,Male,Brazil,Brazil,Shaneport,Arabic,3.65,Master's,Pharmacy,Public,311,0,True,">$100,000",False,66096,11796,True,Mixed Sources,Legal,4,7,5,3,Technology,"Canada,Switzerland,Australia",1,7,2,6,8,4,8,1,2,3,5,3,Flexible,Self-Directed,7,3,7,6,5,Australia,Tier 1 (Top 50),83.3,2,3,102,79,325,5,9
320,David,Torres,wernerdonna@example.net,900-544-2608,2005-11-01,Female,Thailand,Thailand,Victoriashire,Thai,3.65,Bachelor's,Marketing,International,309,7,False,">$100,000",False,66478,10728,False,Personal Savings,Consulting,2,6,6,4,Technology,"Netherlands,Australia",9,5,1,10,1,2,2,3,3,6,3,9,Decisive,Minimal Research,6,1,6,9,6,Australia,Tier 1 (Top 50),66.7,4,2,141,236,247,3,4
321,Matthew,Robinson,anncollier@example.net,(815)424-8308,2003-12-09,Female,India,India,Angelaport,German,3.36,High School,Psychology,Private,1540,1,False,"$50,000-$75,000",True,78542,18327,True,Government Funding,Legal,8,2,5,5,Government,"UK,New Zealand",9,9,2,10,1,3,8,8,9,9,6,2,Analytical,Technology-Assisted,4,5,9,9,4,New Zealand,Tier 2 (Top 100),44.4,5,1,37,58,337,3,5
322,Monica,Li,davispaul@example.com,524.876.0876x290,2002-08-29,Male,Mexico,Mexico,Brownfurt,English,2.78,Bachelor's,International Relations,Public,1270,7,True,"<$10,000",True,78873,16657,False,Mixed Sources,Media,6,6,6,7,Academia,Canada,10,4,10,2,2,4,1,5,5,9,9,2,Flexible,Self-Directed,2,7,1,7,6,Canada,Tier 1 (Top 50),85.7,10,2,178,200,305,1,3
323,Jason,Baker,bishopkimberly@example.org,319.380.3282,2004-12-26,Female,Egypt,Egypt,East Michelle,Russian,3.91,Bachelor's,Psychology,International,295,1,False,"$10,000-$25,000",True,57499,11403,False,Personal Savings,Manufacturing,1,8,10,8,Technology,"Japan,Canada",3,9,4,7,2,1,9,5,10,4,8,9,Decisive,Extensive Research,7,4,10,9,3,Canada,Tier 3 (Top 200),33.3,5,14,145,179,382,3,7
324,Rebecca,Graham,kerrlaurie@example.org,969-318-9617,1998-03-14,Female,Sri Lanka,Sri Lanka,Kristenside,Arabic,3.62,Master's,Environmental Science,Public,316,6,False,"<$10,000",True,23680,9317,True,Mixed Sources,Engineering,4,1,4,8,Government,Singapore,7,3,4,5,5,2,10,1,4,2,1,7,Intuitive,Technology-Assisted,4,8,3,5,5,Singapore,Tier 4 (Below 200),100.0,4,11,41,218,362,7,7
325,Ryan,Molina,andrea45@example.net,420-803-8546x19387,2006-08-01,Female,Kenya,Kenya,Lake Sarahfurt,Japanese,2.5,Bachelor's,Finance,International,283,5,False,"$75,000-$100,000",False,28358,21546,True,Scholarship,Healthcare,5,3,9,5,Government,"Germany,Canada,Netherlands",1,8,9,2,1,10,8,6,5,4,8,4,Flexible,Minimal Research,7,5,3,10,3,Germany,Tier 2 (Top 100),30.0,2,8,44,38,270,8,7
326,Linda,Porter,michaelstark@example.net,(644)600-8535x058,1998-06-12,Male,Pakistan,Pakistan,West Ruth,Russian,2.86,Master's,Marketing,Private,1325,8,True,"$75,000-$100,000",True,24771,8641,True,Family Savings,Consulting,9,7,10,3,Healthcare,"USA,Sweden,Australia",3,2,5,7,7,5,5,10,4,7,10,10,Cautious,Consultant-Dependent,7,8,10,6,1,Australia,Tier 3 (Top 200),16.7,8,6,21,202,395,8,4
327,Kyle,Wilson,ellenthompson@example.com,(367)400-7869x9723,2003-11-08,Male,South Korea,South Korea,New Nathan,Portuguese,3.12,Bachelor's,Pharmacy,Private,284,5,True,"$50,000-$75,000",True,29465,15029,True,Employer Sponsorship,Engineering,6,2,10,4,Academia,Germany,1,10,7,2,5,5,10,8,4,2,6,4,Intuitive,Consultant-Dependent,5,10,9,6,0,,,0.0,4,8,186,171,584,3,1
328,Chad,Tyler,andrew15@example.net,935.321.1506x864,2000-09-14,Male,Vietnam,Vietnam,South Sallyport,Mandarin,3.9,Master's,Computer Science,International,315,2,False,">$100,000",True,79271,8699,True,Family Savings,Manufacturing,5,4,3,4,Technology,"Canada,Australia",1,3,4,4,3,4,3,5,8,1,8,4,Collaborative,Extensive Research,2,4,6,7,6,Canada,Tier 2 (Top 100),85.7,6,3,186,62,192,8,7
329,Kimberly,Spencer,brettsmith@example.net,808-506-5557x40424,2005-07-17,Female,Iran,Iran,Allisonville,Russian,2.84,High School,Finance,Public,297,8,True,"$10,000-$25,000",True,77496,22714,True,Employer Sponsorship,Education,3,10,9,2,Finance,"Germany,France,Japan,Australia",1,4,7,5,9,7,9,8,2,10,2,3,Analytical,Family-Guided,9,2,9,10,6,France,Tier 2 (Top 100),60.0,3,15,176,327,168,1,9
330,Brittany,Morrison,xchen@example.org,7719243165,2005-10-15,Other,Kenya,Kenya,Orozcofurt,Persian,2.89,Master's,Engineering,International,332,10,False,"$50,000-$75,000",False,70721,14727,True,Mixed Sources,Finance,4,2,10,1,Healthcare,"New Zealand,Sweden",2,7,9,2,6,6,8,3,5,6,1,1,Analytical,Extensive Research,1,1,2,8,2,New Zealand,Tier 4 (Below 200),25.0,2,13,200,356,629,2,2
331,Dawn,Mckenzie,ramirezstephanie@example.org,(286)675-7804x3466,2000-07-25,Female,Pakistan,Pakistan,Nataliemouth,Korean,3.69,High School,Physics,International,298,8,False,"$10,000-$25,000",True,50767,12847,True,Government Funding,Entrepreneurship,10,9,7,10,Technology,"Germany,Sweden,Switzerland,UK",3,3,5,9,4,10,1,6,7,8,1,9,Optimistic,Minimal Research,1,1,10,3,0,,,0.0,1,11,76,155,416,6,6
332,Rebecca,Bennett,amyward@example.com,792.790.3831,2004-09-13,Female,Kenya,Kenya,Gregmouth,Spanish,3.27,Bachelor's,International Relations,International,303,8,True,"$25,000-$50,000",True,66454,20298,False,Personal Savings,Energy,1,9,5,3,Academia,Singapore,8,1,7,4,8,4,7,10,10,9,8,10,Cautious,Extensive Research,10,9,3,5,0,,,0.0,5,1,78,54,155,7,5
333,Scott,Hoffman,thomasmichael@example.org,278.761.7564x65498,2003-10-29,Female,Thailand,Thailand,Brandonberg,Mandarin,2.79,Bachelor's,Law,Public,292,6,True,"$25,000-$50,000",True,25148,10147,False,Scholarship,Finance,7,10,9,3,Finance,"Japan,Canada,Switzerland",10,5,7,5,4,3,1,4,7,3,6,9,Optimistic,Family-Guided,2,5,5,4,3,Canada,Tier 3 (Top 200),75.0,5,14,20,229,328,7,3
334,James,Brown,jamespope@example.org,521-776-4161x386,2007-02-27,Other,Nigeria,Nigeria,East Paulshire,Russian,3.2,High School,Chemistry,Public,330,1,True,"$75,000-$100,000",True,65596,15401,True,Personal Savings,Energy,2,6,10,8,Academia,"Switzerland,Japan",9,3,5,6,8,3,8,10,1,6,1,5,Analytical,Self-Directed,4,4,4,6,6,Japan,Tier 1 (Top 50),100.0,7,14,100,129,568,5,10
335,Jasmine,Williamson,mariah88@example.com,528-930-7795x071,2005-09-11,Other,Philippines,Philippines,North Joshua,Dutch,2.57,Bachelor's,Biotechnology,International,295,0,True,"$50,000-$75,000",True,23828,21270,False,Scholarship,Manufacturing,6,4,8,8,Finance,Netherlands,1,2,2,10,5,9,8,6,7,2,8,9,Optimistic,Extensive Research,1,3,4,3,0,,,0.0,2,10,37,201,454,2,9
336,Jessica,Henderson,millersylvia@example.com,211-327-8273x44670,2005-08-04,Other,Iran,Iran,Jamesmouth,Persian,3.88,Master's,Law,Private,323,5,False,"$25,000-$50,000",False,23776,9898,False,Family Savings,Healthcare,5,10,2,5,Technology,UK,9,10,5,2,5,9,5,4,4,7,9,8,Cautious,Extensive Research,10,3,7,6,1,UK,Tier 1 (Top 50),16.7,4,14,195,110,250,10,10
337,Gabriela,Wheeler,hayesrebecca@example.com,+1-993-336-9009x8076,1999-01-15,Male,Philippines,Philippines,New Cindy,Turkish,3.11,High School,Computer Science,International,333,8,True,"$25,000-$50,000",True,47268,20959,False,Employer Sponsorship,Education,7,1,2,8,Government,UK,3,7,1,1,7,4,1,9,4,6,7,7,Intuitive,Extensive Research,7,3,8,4,2,UK,Tier 3 (Top 200),50.0,1,12,64,81,209,4,5
338,Allison,Flynn,simsmichael@example.com,+1-401-897-9229x55584,1996-12-25,Other,Bangladesh,Bangladesh,Wagnerburgh,Swahili,3.43,High School,Chemistry,Public,333,0,False,">$100,000",True,22590,15933,False,Employer Sponsorship,Research,9,1,3,7,Academia,"Australia,France,Germany,Japan",8,9,9,3,10,7,1,4,4,6,10,2,Analytical,Consultant-Dependent,6,8,1,12,0,,,0.0,3,9,104,319,624,2,5
339,Aaron,Green,brentwallace@example.com,227-591-1764x4981,1996-12-02,Other,Iran,Iran,Port Victoriamouth,Italian,3.65,High School,Pharmacy,International,304,1,False,">$100,000",False,20875,17684,False,Family Savings,Finance,9,6,8,3,Healthcare,"Singapore,New Zealand,Australia,Canada",6,10,2,5,5,1,9,5,10,10,4,3,Decisive,Consultant-Dependent,3,4,5,5,3,Singapore,Tier 4 (Below 200),60.0,3,7,154,316,86,7,10
340,April,Arnold,kimberly48@example.org,212-570-1002x7597,2003-11-14,Other,Thailand,Thailand,Russellhaven,Spanish,3.41,High School,Mathematics,International,322,10,True,"$75,000-$100,000",True,58074,8573,True,Mixed Sources,Legal,5,1,9,6,Academia,"Netherlands,Singapore,UK",3,10,10,7,6,6,1,9,3,7,10,6,Collaborative,Multiple-Source,5,2,9,9,6,UK,Tier 4 (Below 200),66.7,7,6,114,352,104,4,1
341,Amy,Silva,nathan72@example.net,590.573.9524,2003-02-19,Male,Sri Lanka,Sri Lanka,South Laurashire,Dutch,3.67,Master's,Environmental Science,Public,289,5,True,"$25,000-$50,000",False,56028,9329,False,Government Funding,Legal,1,3,3,9,Healthcare,"Australia,USA,Singapore,Switzerland",7,10,7,7,10,2,1,2,7,9,4,2,Intuitive,Family-Guided,10,6,1,3,0,,,0.0,3,7,145,58,656,5,2
342,Juan,Johnson,fsutton@example.net,+1-308-408-0128,1997-04-14,Female,Iran,Iran,North Mathew,Portuguese,3.44,Master's,Physics,Public,1388,7,True,"$25,000-$50,000",True,73701,24228,True,Educational Loan,Government,8,10,6,6,Healthcare,"Netherlands,Canada,USA",8,3,7,7,4,3,10,3,6,1,9,2,Pragmatic,Minimal Research,7,1,3,12,1,Canada,Tier 1 (Top 50),8.3,4,13,77,41,436,9,9
343,Susan,Brewer,nwallace@example.com,(382)967-5171x490,2001-05-23,Female,Pakistan,Pakistan,West Debbiefort,Vietnamese,3.2,Bachelor's,Biotechnology,Public,309,1,False,"$10,000-$25,000",True,20150,13353,False,Scholarship,Technology,7,2,1,4,Government,"Netherlands,Australia",9,6,3,8,4,8,9,10,6,7,2,4,Decisive,Minimal Research,2,9,5,7,4,Netherlands,Tier 4 (Below 200),57.1,5,10,22,116,622,6,1
344,Patrick,Rogers,nrussell@example.com,819-791-3386x276,2003-04-29,Other,Pakistan,Pakistan,Davisland,German,3.1,Master's,Finance,Public,339,9,False,">$100,000",False,58730,24822,True,Government Funding,Finance,3,2,10,9,Government,Canada,2,8,10,9,7,3,2,4,5,9,7,3,Cautious,Minimal Research,10,8,4,9,3,Canada,Tier 4 (Below 200),33.3,1,14,148,154,147,9,3
345,Brittany,Cannon,scottgonzalez@example.org,600-314-5983x3134,2006-02-19,Other,South Korea,South Korea,Mcbridechester,Italian,3.22,Master's,Law,Private,1454,9,True,"$75,000-$100,000",True,71367,8506,False,Educational Loan,Consulting,1,7,7,10,Academia,"UK,Singapore",3,3,4,6,9,6,3,2,7,6,1,6,Pragmatic,Consultant-Dependent,5,7,10,5,5,UK,Tier 3 (Top 200),100.0,10,2,143,363,208,2,10
346,Samantha,Cervantes,mccormickdanny@example.net,323-298-9281x18563,1998-11-23,Female,India,India,West Laurie,Dutch,3.93,High School,Engineering,Private,1219,4,False,"$75,000-$100,000",True,58405,22193,True,Employer Sponsorship,Energy,10,5,2,8,Government,"Singapore,Canada,Germany",10,6,10,9,10,9,2,2,5,6,8,9,Pragmatic,Extensive Research,8,2,6,5,1,Singapore,Tier 2 (Top 100),20.0,1,15,149,235,488,7,8
347,Juan,Jackson,youngstanley@example.org,(731)924-3506x21551,2000-06-24,Other,Turkey,Turkey,West Cody,German,3.31,Diploma,Nursing,Private,316,4,False,"$50,000-$75,000",True,69856,12243,True,Employer Sponsorship,Consulting,9,10,7,8,Academia,"Sweden,USA",9,6,9,1,7,7,3,4,6,1,5,1,Cautious,Multiple-Source,7,10,6,10,0,,,0.0,2,1,182,93,201,5,9
348,Eric,Mccall,anthonygilbert@example.org,(708)474-8831,2004-08-04,Male,Vietnam,Vietnam,Tamarastad,Vietnamese,3.74,Master's,Economics,Public,291,8,False,">$100,000",False,66742,20824,False,Scholarship,Legal,4,4,1,8,Academia,France,7,3,5,2,5,6,3,9,6,8,3,6,Optimistic,Peer-Influenced,10,3,7,12,3,France,Tier 1 (Top 50),25.0,4,14,187,143,381,9,10
349,Cynthia,Carey,ecortez@example.com,9757972233,1998-09-13,Female,Mexico,Mexico,Port David,Bengali,2.52,High School,Physics,Private,311,9,True,"$10,000-$25,000",True,27724,18047,False,Government Funding,Manufacturing,10,2,9,2,Healthcare,UK,8,10,8,3,7,1,4,9,6,10,4,5,Analytical,Consultant-Dependent,6,4,7,7,1,UK,Tier 1 (Top 50),14.3,4,6,85,262,140,6,6
350,Charles,Miller,jhughes@example.net,+1-607-236-3256x10077,2002-05-03,Female,China,China,Baileyview,Vietnamese,2.52,Master's,Medicine,Private,340,7,False,"$25,000-$50,000",True,17306,19595,False,Scholarship,Finance,8,7,3,3,Government,Japan,10,9,8,9,6,1,10,3,8,1,5,6,Collaborative,Family-Guided,9,9,9,8,6,Japan,Tier 3 (Top 200),75.0,10,3,45,199,600,7,7
351,Amy,Parsons,jamesruiz@example.com,8593179170,2002-04-02,Other,Kenya,Kenya,North Kirsten,Urdu,3.31,Diploma,International Relations,International,317,2,True,"$25,000-$50,000",False,26650,24450,False,Scholarship,Finance,5,10,5,9,Academia,UK,7,6,1,3,10,1,1,1,3,5,6,4,Decisive,Consultant-Dependent,4,3,2,8,5,UK,Tier 2 (Top 100),62.5,7,2,63,32,361,6,8
352,Mackenzie,Leach,mary34@example.com,001-726-883-3961x518,2001-05-26,Female,Egypt,Egypt,North Bryan,English,3.43,Diploma,Mathematics,Public,289,8,True,"$50,000-$75,000",False,73908,22452,False,Scholarship,Energy,5,7,8,3,Healthcare,"Japan,USA",3,6,9,3,9,6,5,4,2,9,4,3,Intuitive,Peer-Influenced,4,2,3,6,4,Japan,Tier 1 (Top 50),66.7,7,3,175,33,671,5,10
353,Carrie,Mckinney,lauren12@example.org,370-207-7889x03779,2002-05-24,Female,India,India,Port Lorichester,Persian,3.3,Bachelor's,Finance,International,305,3,True,"$10,000-$25,000",True,73972,19471,False,Mixed Sources,Government,8,6,4,10,Academia,"Japan,France,Switzerland",5,8,3,7,3,3,10,1,6,3,10,2,Pragmatic,Multiple-Source,9,4,2,9,0,,,0.0,1,9,56,255,153,8,3
354,Scott,Davis,olsonsharon@example.com,+1-413-933-0175,2001-12-07,Male,Nepal,Nepal,New Maria,Russian,2.76,Master's,Architecture,Public,316,9,False,"$10,000-$25,000",True,63025,21995,False,Mixed Sources,Media,6,10,5,10,Government,Singapore,5,4,9,9,10,3,4,3,6,6,4,10,Decisive,Technology-Assisted,9,5,5,9,1,Singapore,Tier 4 (Below 200),11.1,5,8,195,360,504,8,4
355,Christopher,Scott,david85@example.com,001-604-574-3580x8243,2005-11-21,Other,Nepal,Nepal,Johnsonhaven,Urdu,3.84,Diploma,Computer Science,Private,334,9,False,"$10,000-$25,000",True,43845,10289,False,Scholarship,Finance,1,6,4,6,Academia,"Singapore,New Zealand",8,9,8,2,6,4,8,6,3,10,9,9,Decisive,Peer-Influenced,3,1,2,5,2,Singapore,Tier 1 (Top 50),40.0,5,7,196,57,591,4,3
356,Suzanne,Allen,cole46@example.com,001-385-636-1446x8868,2004-01-01,Male,Philippines,Philippines,West Stevenfort,Swahili,3.09,Bachelor's,Biotechnology,Private,1584,1,True,"<$10,000",False,79093,17899,True,Government Funding,Engineering,7,2,1,3,Healthcare,"UK,Sweden,Japan",6,3,4,10,2,2,1,3,10,3,10,6,Analytical,Consultant-Dependent,5,4,8,7,3,Sweden,Tier 1 (Top 50),42.9,4,1,166,130,35,10,7
357,Rebecca,Moore,rodriguezglenn@example.org,001-727-574-3335,2004-07-20,Male,Pakistan,Pakistan,Davisbury,French,3.8,Diploma,Finance,International,309,1,True,">$100,000",True,18506,11773,False,Educational Loan,Entrepreneurship,2,2,2,2,Finance,Netherlands,7,2,3,3,1,1,2,10,1,8,3,6,Pragmatic,Family-Guided,4,10,4,3,2,Netherlands,Tier 2 (Top 100),66.7,8,10,59,250,419,6,4
358,Megan,Reed,jcross@example.net,001-933-895-0849x877,1997-07-11,Other,Turkey,Turkey,Jamesborough,Arabic,3.44,Bachelor's,Environmental Science,Public,1372,0,False,">$100,000",False,79355,12411,True,Personal Savings,Finance,10,5,3,1,Healthcare,"Canada,USA,New Zealand,Australia",6,6,7,2,8,1,4,10,10,6,3,10,Pragmatic,Extensive Research,2,4,8,4,1,New Zealand,Tier 4 (Below 200),25.0,5,5,58,247,397,9,6
359,Nicole,Keller,michaelortiz@example.net,(316)885-3032x47122,2001-01-21,Male,Pakistan,Pakistan,Joannafurt,Hindi,3.04,Diploma,Physics,Private,1318,7,False,"<$10,000",True,54260,10015,False,Scholarship,Government,2,7,7,3,Healthcare,"New Zealand,USA,Netherlands,Australia",3,3,5,9,5,2,6,6,5,3,1,4,Flexible,Extensive Research,4,1,2,3,2,Australia,Tier 3 (Top 200),66.7,10,15,113,284,607,8,6
360,Heather,Woodard,marissasullivan@example.com,437-757-8011,2005-10-06,Female,Bangladesh,Bangladesh,Nathanshire,Hindi,3.76,Bachelor's,Medicine,Public,1422,8,True,"<$10,000",True,65407,11883,False,Government Funding,Media,9,2,2,4,Technology,Australia,1,7,9,4,8,2,8,7,5,2,8,3,Optimistic,Extensive Research,9,1,9,4,2,Australia,Tier 1 (Top 50),50.0,8,8,37,105,636,1,2
361,Mark,Palmer,rlee@example.com,343-729-9128x0449,2003-12-23,Other,Mexico,Mexico,Port Susanborough,Japanese,2.62,High School,Nursing,Private,1347,6,False,"$25,000-$50,000",False,34676,14537,True,Family Savings,Media,7,3,6,10,Technology,Japan,4,1,1,10,9,7,3,6,9,9,6,8,Optimistic,Multiple-Source,10,5,8,3,1,Japan,Tier 2 (Top 100),33.3,8,2,153,32,371,4,4
362,Joseph,Goodman,ibell@example.org,203-648-4342,2004-09-27,Male,Indonesia,Indonesia,Amyfort,French,2.53,Diploma,Architecture,International,1336,9,False,"$50,000-$75,000",True,35355,18824,False,Mixed Sources,Manufacturing,10,1,10,9,Government,UK,1,8,10,8,4,8,2,5,1,1,5,10,Decisive,Consultant-Dependent,10,5,10,3,2,UK,Tier 1 (Top 50),66.7,10,4,180,63,354,3,1
363,Cynthia,Wright,fdavidson@example.net,+1-847-959-5771x707,2005-11-08,Other,Sri Lanka,Sri Lanka,New Melissafort,Portuguese,3.19,Diploma,Law,Private,287,0,False,"$75,000-$100,000",False,21688,21463,True,Family Savings,Real Estate,7,2,2,7,Technology,"Australia,Sweden",5,1,8,8,3,10,5,4,4,3,6,7,Collaborative,Family-Guided,9,10,10,7,1,Sweden,Tier 2 (Top 100),14.3,1,10,124,37,98,5,3
364,Olivia,Moore,adamhiggins@example.com,9194232661,1997-03-19,Other,India,India,Danielshire,Urdu,3.45,Bachelor's,Pharmacy,Public,296,0,True,"<$10,000",True,39207,24808,False,Employer Sponsorship,Entrepreneurship,9,10,1,7,Government,"Canada,UK,Singapore,Sweden",1,9,9,10,6,5,9,1,2,9,7,5,Flexible,Peer-Influenced,3,2,8,8,8,Singapore,Tier 4 (Below 200),100.0,1,9,198,149,614,8,9
365,Kyle,Lee,simmonslaura@example.com,662.589.7633x58993,1997-04-18,Female,Nigeria,Nigeria,North Derrick,French,3.74,Diploma,Environmental Science,International,1296,8,True,"<$10,000",False,54038,21213,False,Personal Savings,Healthcare,2,3,7,6,Technology,"Singapore,New Zealand,Germany,Canada",10,7,9,9,8,3,8,7,10,8,1,5,Analytical,Technology-Assisted,4,2,5,4,4,New Zealand,Tier 2 (Top 100),100.0,8,7,38,211,467,1,8
366,Susan,Martinez,christine14@example.com,657.478.7129,1997-02-01,Other,Turkey,Turkey,West Bryce,Mandarin,2.77,Diploma,Chemistry,Private,336,2,False,"$75,000-$100,000",False,40148,16147,False,Government Funding,Energy,5,10,3,9,Government,"USA,Germany,Sweden,Switzerland",5,3,2,8,10,1,3,9,6,2,7,3,Collaborative,Technology-Assisted,10,4,7,7,2,Switzerland,Tier 2 (Top 100),28.6,10,1,138,323,257,5,9
367,Justin,Hart,michael90@example.com,001-583-524-7006,2006-01-22,Other,Iran,Iran,East Evanside,German,2.53,High School,Business Administration,International,285,0,True,"$10,000-$25,000",True,53436,16135,False,Scholarship,Consulting,10,3,1,10,Government,"Japan,Netherlands",2,4,4,8,7,7,1,6,3,4,1,5,Cautious,Consultant-Dependent,7,6,1,5,2,Japan,Tier 1 (Top 50),40.0,7,15,81,184,537,3,5
368,Kristen,Wright,william04@example.net,001-619-355-3279x140,1999-08-27,Male,Indonesia,Indonesia,Lopezmouth,French,3.84,Master's,Physics,International,284,1,False,"$75,000-$100,000",True,50828,8093,False,Employer Sponsorship,Legal,7,8,5,6,Technology,"UK,Germany",2,8,5,7,2,9,2,4,6,10,3,7,Optimistic,Self-Directed,9,7,10,11,3,Germany,Tier 4 (Below 200),27.3,10,12,158,232,663,9,8
369,Courtney,Johnson,renee30@example.net,8159358880,1998-04-23,Male,Bangladesh,Bangladesh,South Joshuamouth,Swahili,3.58,Diploma,International Relations,Private,283,2,True,"$10,000-$25,000",False,73271,9457,False,Government Funding,Consulting,2,2,7,5,Academia,"UK,Netherlands,USA,Australia",10,9,9,7,10,4,7,6,4,7,3,2,Flexible,Technology-Assisted,6,10,1,9,7,Netherlands,Tier 3 (Top 200),77.8,9,1,22,42,638,10,5
